student_id,age,gender,school_type,family_income,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_000492,18,Male,Public,Upper-Middle,Urban,81.86,3.4,76.14,57.14,Medium,1.24,0.84,0,2.1,Low,4,7.64,4.95,0.27,10,1,2.48,Hard,25,92,48,64.7,10,52.5,D,Pass,Low
STU_000493,19,Female,Public,Lower-Middle,Urban,85.16,3.4,92.82,62.13,Medium,1.11,0.69,0,1.04,Low,3,6.24,7,0.48,8,1,0.15,Easy,28,93,72,88.5,6.17,76.66,B,Pass,Medium
STU_000494,15,Male,Public,Upper-Middle,Rural,41.97,1.54,74.76,66.79,Medium,2.07,1.54,0,0.62,Medium,3,6.67,6.46,3.71,10,1,0.9,Medium,10,97,35,,10,37.33,F,Fail,Low
STU_000495,15,Male,Private,Lower-Middle,Suburban,77.97,3.33,88.99,78.86,Medium,0.88,0.63,0,0.01,High,3,8.61,2.94,5.35,10,1,1.66,Hard,20,96,61,93.87,9.94,62.83,D,Pass,Medium
STU_000496,19,Male,Private,Lower-Middle,Suburban,72.51,2.8,90.7,65.12,Low,0.69,0.4,0,0.13,Medium,1,8.38,3,0.69,7,1,3.03,Hard,17,85,59,83.13,7.22,71.37,C,Pass,Medium
STU_000497,14,Male,Private,Middle,Suburban,55.73,2.13,80.63,60.75,Medium,3.2,1.61,0,1.29,High,6,4.74,7.47,3.1,10,1,4.08,Medium,6,97,51,85.65,9.96,52.32,D,Pass,Low
STU_000498,17,Female,Charter,Middle,Urban,82.76,3.34,75.31,52.55,High,1.85,1.44,0,0.72,High,6,5.4,5.24,3.15,10,1,7.41,Easy,13,97,72,85.96,7.77,74.4,C,Pass,Medium
STU_000499,15,Female,Public,Middle,Suburban,76.06,2.93,93,54.97,Medium,3.32,2.82,1,1.54,Medium,8,8.12,6.25,0.02,10,0,4.7,Medium,16,91,78,66.47,9.09,84.25,B,Pass,High
STU_000500,19,Male,Public,Middle,Urban,72.42,2.72,86.46,64.08,Low,2.86,2.47,0,1.66,High,7,6.55,4.08,0.25,10,1,9.27,Medium,1,94,44,57.24,9.98,46.36,F,Fail,Low
STU_000501,20,Male,Private,Lower-Middle,Urban,62.67,2.27,86.46,58.81,Medium,0.5,0.39,0,3.81,High,4,6.54,3.42,1.93,10,1,2.67,Hard,1,85,2,,9.73,1.9,F,Fail,Low
STU_000502,19,Female,Public,Middle,Urban,62.61,,89.93,72.05,High,1.84,1.41,0,1.71,Medium,4,6.51,3.62,6.02,10,1,3.71,Medium,8,85,47,50.94,10,53.07,D,Pass,Low
STU_000503,16,Male,Public,High,Suburban,70.38,,86.47,59.15,High,1.13,0.73,1,0.8,Low,4,8.45,7.68,0.37,9,1,0.01,Medium,10,98,47,80.65,8.18,49.42,F,Fail,Low
STU_000504,17,Male,Public,Upper-Middle,Rural,91.52,3.46,83.07,63.7,High,2.33,1.96,0,3.06,Medium,4,8.14,4.83,2.05,10,1,0.43,Easy,17,98,69,100,10,69.39,C,Pass,Medium
STU_000505,18,Female,Public,Upper-Middle,Rural,78.17,3.24,91.13,75.56,Medium,3.34,2.41,0,1.33,Medium,9,8.91,3.32,5.8,10,1,2.4,Hard,8,96,63,40.77,9.12,65.23,C,Pass,Medium
STU_000506,14,Male,Public,Middle,Suburban,79.53,3.37,86.77,67.19,Low,1.52,0.77,0,1.35,Medium,4,5.97,4.83,8.3,10,1,0.54,Medium,29,93,53,,6.55,57.76,D,Pass,Low
STU_000507,18,Male,Private,Low,Urban,66.27,,96.69,76.47,Medium,0.83,0.68,1,0.32,Medium,5,8.27,7.59,0.56,10,1,1.44,Medium,9,93,66,100,9.9,71.97,C,Pass,Medium
STU_000508,17,Female,Private,Lower-Middle,Suburban,62.45,2.32,70.37,46.6,Low,0.65,0.48,1,1.93,Medium,2,7.09,5.73,0.72,10,1,2.96,Hard,6,86,21,81.7,9.39,25.37,F,Fail,Low
STU_000509,17,Male,Private,Lower-Middle,Urban,68.8,2.69,98.89,64.28,High,1.1,0.6,0,2.66,Low,7,6.21,4.97,8.08,10,1,0.22,Hard,27,97,42,92.66,9.35,45.49,F,Fail,Low
STU_000510,17,Male,Public,High,Urban,76.13,3.27,79.88,60.31,Low,0.56,0.43,0,0.24,Medium,5,5.76,7.96,0.9,10,0,0.03,Medium,12,96,62,68.23,10,66.48,C,Pass,Medium
STU_000511,18,Male,Charter,Lower-Middle,Urban,53.2,2.29,76.4,66.89,Medium,2.32,1.81,0,0.86,Low,6,6.6,7.29,2.7,10,1,1.75,Medium,21,87,47,66.53,10,52.69,D,Pass,Low
STU_000512,20,Male,Public,Lower-Middle,Suburban,61.46,2.54,,77.32,Low,2.04,1.64,0,8.78,High,4,4.5,6.77,2.57,10,1,0.51,Medium,11,89,38,77.88,8.7,44.26,F,Fail,Low
STU_000513,17,Female,Private,Low,Urban,69.72,2.82,92.92,45.16,Low,1.96,1.16,1,1.33,Medium,6,6.26,6.95,8.08,10,0,0.16,Medium,27,85,60,84.98,10,72.31,C,Pass,Medium
STU_000514,19,Female,Private,Low,Urban,47.97,1.85,79.72,76.88,Medium,2.67,1.47,0,4.21,High,6,5.01,4.64,1.78,10,1,0.45,Medium,30,89,37,66.81,10,42.72,F,Fail,Low
STU_000515,18,Male,Public,Middle,Urban,79.53,3.21,94.7,79.16,Medium,2.32,1.59,0,0.21,High,6,7.12,5.4,5.13,9,1,7.81,Easy,7,94,73,76.41,9.15,75.9,B,Pass,Medium
STU_000516,17,Male,Private,Lower-Middle,Suburban,52.89,,87.97,61.12,Low,0.99,0.56,1,1.46,High,2,7.78,6.91,0.66,10,1,2.03,Easy,2,95,28,33.34,10,29.36,F,Fail,Low
STU_000517,19,Female,Private,Lower-Middle,Suburban,66.02,2.58,80.24,53.22,Medium,1.97,0.99,0,3.51,Medium,8,6.83,3.91,1.5,10,1,6.66,Hard,28,98,55,41.64,10,56.21,D,Pass,Low
STU_000518,20,Female,Private,Lower-Middle,Suburban,78.81,,99.14,76.54,Medium,2.66,2.37,1,1.59,Medium,6,3.86,2.54,2.83,10,1,2.17,Hard,29,96,63,65,10,67.32,C,Pass,Medium
STU_000519,16,Male,Public,High,Rural,84.8,3.49,87.28,56.55,High,2.54,2.08,0,3.68,Medium,6,5.56,5.93,1.78,10,1,2.8,Hard,12,96,61,64.94,10,62.9,D,Pass,Medium
STU_000520,20,Female,Private,Lower-Middle,Urban,60.24,2.38,,50.33,Medium,1.84,1.54,1,0.36,Low,1,5.89,3.34,0.56,10,1,9.82,Hard,24,88,33,81.48,10,37.73,F,Fail,Low
STU_000521,17,Female,Private,Lower-Middle,Suburban,80.6,3.27,86.29,72,High,2.85,2.31,1,0.92,High,6,6.41,4.93,0.1,10,1,3.16,Medium,19,89,58,59.18,10,64.89,D,Pass,Medium
STU_000522,18,Female,Private,Middle,Urban,74.69,2.8,89.35,67.35,High,3.42,2.45,0,4.01,Medium,8,7.94,4.79,6.73,10,1,0.55,Medium,5,93,65,74.7,10,68.35,C,Pass,Medium
STU_000523,15,Female,Public,Middle,Rural,70.71,3.02,85.53,51.3,Medium,2.6,1.79,0,1.56,Medium,6,3.82,6.47,0.17,10,1,2.66,Hard,22,100,56,,8,53.77,D,Pass,Low
STU_000524,17,Female,Private,Low,Urban,67.89,2.53,74.5,56.24,Medium,1.38,1.12,1,0.53,Medium,7,7.53,6.21,0.77,7,1,9.13,Easy,23,85,70,86.07,3.76,80.75,B,Pass,High
STU_000525,15,Female,Public,Lower-Middle,Urban,43.26,1.76,92.79,81.23,Medium,1.98,1.54,1,0.14,Medium,3,7.9,6.83,1.9,10,1,3.57,Hard,30,96,27,70.06,10,30.53,F,Fail,Low
STU_000526,19,Male,Charter,Lower-Middle,Suburban,48.55,2.22,,41.29,Low,0.59,0.4,1,0.04,Medium,4,6.37,3.32,5.5,10,1,2.28,Easy,6,91,36,92.97,9.61,38.82,F,Fail,Low
STU_000527,16,Male,Public,Upper-Middle,Rural,72.96,3.05,91.24,78.95,Medium,4.34,2.28,0,0.1,Low,6,5.59,2.86,8.81,9,1,4.6,Medium,22,95,73,86.57,8.71,77.46,B,Pass,Medium
STU_000528,14,Male,Private,Lower-Middle,Suburban,60.96,2.77,84.15,55.88,Low,3.79,3.19,0,0.3,Medium,2,8.06,6.53,0.81,10,1,2.56,Hard,23,97,32,71.28,10,31.5,F,Fail,Low
STU_000529,20,Female,Public,Lower-Middle,Rural,70.56,2.95,87.9,83.49,Low,3.26,1.93,0,2.47,High,2,7.89,4.33,2.05,8,1,8.23,Hard,17,90,55,59.46,9.35,61.66,D,Pass,Medium
STU_000530,16,Male,Private,Middle,Suburban,60.84,2.6,81.72,60.13,Low,1.52,1.36,0,0.02,Medium,5,9.11,6.41,9.38,6,1,10.7,Hard,24,94,32,87.18,8.04,35.7,F,Fail,Low
STU_000531,17,Female,Private,Middle,Rural,64.93,2.56,77.92,68.58,Medium,4.73,3.12,0,1.61,High,12,8.59,7.77,1.45,10,1,0.35,Hard,11,89,45,,10,51.02,D,Pass,Low
STU_000532,15,Female,Public,Upper-Middle,Urban,85.28,3.3,98.05,86.14,Medium,3.07,2.23,0,2.45,Low,0,6.99,7.77,1.72,10,1,2.29,Hard,7,94,58,79.83,8.51,61.06,D,Pass,Medium
STU_000533,20,Male,Public,Low,Urban,48.93,1.84,,81.97,Medium,7.61,6.75,1,1.75,Medium,8,8.11,5.05,0.54,7,1,1.62,Hard,30,85,52,84.91,10,58.8,D,Pass,Low
STU_000534,15,Female,Public,Middle,Urban,73.06,2.88,79.89,49.49,Medium,1.12,0.72,1,2.65,Medium,8,4.84,5.82,4.94,10,1,7.12,Hard,17,100,53,100,9.29,55.18,D,Pass,Low
STU_000535,18,Male,Public,Lower-Middle,Suburban,87.07,3.58,100,90.13,Medium,1.64,0.85,0,0.42,High,3,8.71,3.84,2.03,10,1,1.13,Medium,11,94,74,70.7,10,77.81,B,Pass,Medium
STU_000536,15,Male,Private,Lower-Middle,Suburban,48.6,1.82,72.61,75.93,Medium,3.1,2.45,1,3.5,Medium,4,5.37,7.02,2.48,9,1,0.25,Hard,3,85,18,,8.13,19.8,F,Fail,Low
STU_000537,18,Female,Public,Lower-Middle,Urban,72.35,2.8,84.91,63.85,Medium,3.85,2.59,0,0.95,Medium,8,7.64,3.22,3.34,10,1,3.16,Easy,25,95,72,44.97,9.05,74.16,C,Pass,Medium
STU_000538,19,Female,Private,Upper-Middle,Suburban,79.19,2.99,92.36,67.07,High,2.27,1.57,0,0.13,Medium,5,6.62,4.18,4.51,10,1,1,Hard,14,90,45,100,10,49.37,F,Fail,Low
STU_000539,20,Male,Private,Upper-Middle,Urban,83.55,3.39,77.37,64.51,Medium,2.02,1.08,1,1.39,Low,8,6.97,4.46,0.59,10,1,1.36,Easy,5,89,71,100,7.42,80.78,B,Pass,High
STU_000540,20,Female,Private,Middle,Suburban,49.1,2.09,100,82.93,Low,3.77,2.76,0,1.31,Low,3,9.51,4.63,0.83,10,1,6.61,Easy,23,89,64,67.51,8.22,69.38,C,Pass,Medium
STU_000541,14,Male,Public,High,Urban,70.62,2.82,94.69,70.72,High,0.8,0.55,0,0.27,Medium,3,7.57,3.24,4.78,10,1,0.84,Medium,28,98,47,,9.48,47.69,F,Fail,Low
STU_000542,17,Male,Public,Low,Urban,71.46,2.91,91.6,81.86,Medium,3.45,2.22,0,6.6,Medium,5,6.29,3.37,5.03,10,0,4.56,Easy,25,95,69,59.83,9.63,76.18,B,Pass,Medium
STU_000543,18,Male,Public,Lower-Middle,Suburban,52.23,,91.54,44.29,High,1.22,0.82,0,1.92,Low,5,6.08,5.41,0.98,7,1,0.22,Medium,19,93,48,34.91,9.18,53.97,D,Pass,Low
STU_000544,14,Male,Public,Low,Suburban,61.09,2.46,71.21,60.05,Low,2.5,1.57,0,4.03,Low,8,7,3.37,3.15,10,1,1.35,Hard,19,100,72,95.9,8.21,71.74,C,Pass,Medium
STU_000545,15,Female,Public,Low,Rural,69.07,2.48,85.99,87.08,Medium,3.32,1.95,0,2.03,Medium,4,5.84,6.44,2.55,10,1,2.3,Hard,23,91,43,60.19,10,49.05,F,Fail,Low
STU_000546,15,Female,Public,Low,Suburban,80.26,3.17,82.24,77.04,Medium,2.45,2.15,1,3.35,Medium,3,7.65,2.52,8.73,8,1,1.03,Hard,23,85,43,64.51,5.06,48.85,F,Fail,Low
STU_000547,14,Female,Public,Lower-Middle,Suburban,58.9,2.19,65.2,80.01,Medium,3.09,2.15,1,5.32,Medium,2,9.25,4.11,4.83,10,1,0.72,Medium,7,99,50,45.58,10,49.85,F,Fail,Low
STU_000548,20,Female,Public,Low,Urban,70.63,,74.23,62.2,High,3.15,2.59,0,1.35,High,7,6.25,2.62,0.01,7,1,2.72,Medium,28,93,48,75.47,7.42,54.24,D,Pass,Low
STU_000549,15,Female,Private,Middle,Suburban,54.92,2.06,85.84,48.09,Medium,1.21,0.89,0,2.83,High,7,7.34,4.59,0.88,10,1,0.8,Medium,13,92,42,95.45,10,46.97,F,Fail,Low
STU_000550,19,Female,Private,Low,Urban,63.31,2.57,86.04,66.39,Medium,4.45,3.04,1,0.9,Medium,3,5.75,4.91,2.86,10,1,9.6,Medium,30,87,47,61.9,10,55.16,D,Pass,Low
STU_000551,19,Male,Private,Middle,Urban,67.84,2.63,84.8,52.7,High,1.8,1.56,0,5,Medium,3,9.01,6.01,0.74,10,1,4.7,Hard,22,96,51,89.15,9.02,54.87,D,Pass,Low
STU_000552,14,Male,Private,Upper-Middle,Urban,59.23,2.09,88.34,73.26,Medium,1.74,1.44,0,0.45,Medium,5,6.23,8.78,1.06,9,1,11.24,Medium,29,87,36,79.6,10,42.87,F,Fail,Low
STU_000553,18,Female,Public,Upper-Middle,Suburban,76.42,3.14,94.61,59.33,High,2.71,2.36,1,2.45,High,5,5.85,4.7,1.83,10,1,8.94,Hard,22,99,49,50.22,10,48.94,F,Fail,Low
STU_000554,18,Female,Private,Lower-Middle,Suburban,40.35,1.35,57.01,30.55,Low,1.32,1.12,0,1.16,High,3,6.72,7.35,1.17,10,1,10.81,Easy,25,93,32,72.69,9.01,34.88,F,Fail,Low
STU_000555,14,Male,Public,Lower-Middle,Suburban,61.35,2.5,,65.48,Medium,1.31,0.93,1,11.21,Low,6,4.99,7.07,1.1,10,1,1.72,Easy,29,91,49,73.55,10,52.03,D,Pass,Low
STU_000556,18,Other,Public,Low,Urban,66.21,2.71,94.94,86.4,Low,3.53,2.17,0,0.24,Medium,8,5.09,4.58,3.51,10,1,2.57,Hard,12,89,49,75.45,7.88,52.02,D,Pass,Low
STU_000557,20,Female,Public,Middle,Urban,62.55,2.66,72.49,63.32,Medium,1.74,1.21,0,0.36,High,8,3.62,4.72,1.7,10,1,9.31,Easy,8,100,55,71.72,8.67,54.47,D,Pass,Low
STU_000558,20,Female,Private,Low,Urban,64.84,2.75,76.61,82.38,High,7.37,4.22,1,0.33,Medium,9,6.85,2.82,0.82,10,1,1.49,Hard,25,99,63,83.66,6.63,63.37,D,Pass,Medium
STU_000559,18,Male,Private,Middle,Urban,98.15,3.75,82.37,65.77,Low,4.24,3.49,0,4.71,High,6,6.9,3.34,5.97,10,1,4.45,Easy,7,88,76,56.58,9.75,85.89,A,Pass,High
STU_000560,19,Female,Private,Lower-Middle,Urban,64.1,,93.97,93.02,Medium,4.84,3.34,0,0.39,High,7,8.09,4.82,0.09,8,1,1.4,Medium,18,99,68,90.78,9.34,71.4,C,Pass,Medium
STU_000561,18,Female,Public,High,Suburban,80.84,3.03,100,72.09,High,3,2.09,1,1.54,Medium,7,6.4,1.94,0.09,10,1,2.36,Easy,30,89,89,,10,100,A,Pass,High
STU_000562,20,Female,Private,Middle,Rural,68.65,2.74,96.71,75.14,Low,3.42,1.87,1,5.1,Medium,2,7.94,5.62,0.72,10,1,1.12,Hard,2,88,40,69.64,9.07,45.18,F,Fail,Low
STU_000563,16,Female,Public,Upper-Middle,Suburban,69.22,2.91,91.06,89.97,Low,5.28,3.42,1,1.71,Low,5,6.5,5.85,2.09,10,1,0.67,Easy,7,90,64,66.7,9.04,73.65,C,Pass,Medium
STU_000564,17,Male,Public,Low,Urban,81.29,3.17,98.21,73.2,Low,0.66,0.36,1,7.26,Low,1,7.93,3.94,2.5,7,1,1.59,Easy,13,91,71,100,4.93,78.88,B,Pass,Medium
STU_000565,15,Female,Private,High,Rural,58.58,2.19,80.47,57.92,Medium,3.43,2.9,1,0.41,Low,5,5.45,5.03,2.64,10,1,1.52,Medium,8,97,44,61.89,10,43.9,F,Fail,Low
STU_000566,16,Male,Charter,High,Urban,82.03,3.48,83.38,75.93,Medium,4.15,3.58,0,1.48,Low,3,7.11,7.46,1.79,9,1,5.3,Easy,21,98,76,60.13,9.95,77.82,B,Pass,Medium
STU_000567,18,Female,Private,Lower-Middle,Urban,53.77,2.12,,60,Medium,1.16,0.68,1,5.22,Medium,7,7.74,4.66,0.83,10,1,0.54,Easy,18,97,51,81.75,10,50.91,D,Pass,Low
STU_000568,19,Male,Public,Upper-Middle,Urban,83.66,3.62,93.77,83.76,Medium,2.65,2.06,1,4.15,Medium,4,6.31,4.65,3.94,9,1,1.12,Hard,17,87,86,88.39,6.74,99.8,A,Pass,High
STU_000569,14,Female,Public,Lower-Middle,Rural,64.05,2.51,82.12,75.71,Medium,4.65,2.85,0,0.41,Medium,7,6.66,7.16,0.95,10,1,2.6,Medium,21,88,45,93.23,10,51.36,D,Pass,Low
STU_000570,18,Female,Public,Lower-Middle,Urban,67.11,2.58,88.2,73.68,Low,4.24,2.34,1,0.39,Low,3,7.83,6.01,1.91,10,1,1.79,Hard,3,88,31,77.98,9.51,36.85,F,Fail,Low
STU_000571,19,Female,Public,Lower-Middle,Urban,91.02,3.49,93.01,79.7,High,2.93,1.51,1,0.88,Medium,5,6.42,2.08,0.66,10,1,5.34,Easy,1,96,48,68.53,10,50.41,D,Pass,Low
STU_000572,17,Female,Public,High,Urban,52.06,,97.09,65.41,Medium,1.77,1.06,0,1.12,High,7,9.56,2.16,0.71,10,1,1.04,Hard,8,100,56,100,10,57.28,D,Pass,Low
STU_000573,18,Male,Public,Upper-Middle,Rural,66.84,2.72,86.47,67.1,Low,2.94,1.79,1,2.65,Medium,6,7.35,3.92,0.23,9,1,2.84,Medium,22,92,61,82.65,9.25,67.18,C,Pass,Medium
STU_000574,20,Female,Public,Middle,Urban,82.41,3.39,89.75,67.71,Low,1.81,1.01,0,6.33,Medium,3,7.22,5.66,2.1,8,1,2.75,Medium,27,91,63,64.98,6.31,69.17,C,Pass,Medium
STU_000575,14,Female,Private,Lower-Middle,Suburban,54.92,2.23,76.43,62.82,High,2.48,1.47,0,0.98,Low,5,6.15,5.79,0.45,10,1,6.86,Medium,27,85,45,91.71,7.76,53.35,D,Pass,Low
STU_000576,19,Female,Private,Low,Rural,60.97,2.64,91.6,64.23,Medium,3.3,2.22,0,1.84,Medium,3,7.7,4.21,8.91,10,1,7.47,Medium,7,85,41,64.8,10,50.84,D,Pass,Low
STU_000577,19,Male,Private,Low,Urban,52.33,2.14,85.55,70.82,Medium,4.27,2.53,1,3.61,Low,3,6.72,7.85,1.77,10,1,0.64,Medium,26,88,51,84.61,9.08,61.46,D,Pass,Medium
STU_000578,19,Male,Private,Upper-Middle,Rural,66.47,2.55,91.45,60.71,Medium,1.47,1.17,0,2.92,Low,7,6.46,6.33,0.8,9,1,0.19,Medium,17,95,50,85.1,10,51.18,D,Pass,Low
STU_000579,17,Male,Private,Lower-Middle,Urban,59.16,2.12,,70.13,Medium,1.48,1.29,0,1.82,Medium,3,7.34,6.22,1.26,9,1,4.88,Medium,20,92,52,69.5,8.3,56.46,D,Pass,Low
STU_000580,18,Female,Public,Middle,Rural,68.82,2.17,87.5,54.33,Low,1.85,0.96,1,0.36,Medium,6,5.3,2.05,0.95,10,1,0.27,Easy,18,89,58,77.73,10,66.94,C,Pass,Medium
STU_000581,17,Male,Private,Upper-Middle,Suburban,70.2,2.68,90.4,81.07,High,5.08,3.05,0,0.59,High,6,8.17,7.99,0.79,10,1,5.19,Hard,20,92,51,71.44,10,56.97,D,Pass,Low
STU_000582,15,Male,Public,Low,Urban,72.29,2.77,89.68,79.26,Medium,3.15,1.97,0,3.49,High,8,6.27,3.23,1.52,10,1,3.72,Medium,25,99,65,73.49,8.42,63.42,D,Pass,Medium
STU_000583,15,Male,Public,Upper-Middle,Rural,59.79,2.43,95.48,91.01,Medium,5.35,3.16,0,0.21,High,7,5.09,6.84,0.79,10,0,0.77,Medium,2,87,40,43.37,10,47.33,F,Fail,Low
STU_000584,18,Male,Private,Upper-Middle,Suburban,82.91,3.42,89.76,75.13,Medium,3.3,2.95,0,3.79,Medium,5,7.3,2.49,1.51,10,1,4.91,Easy,22,94,62,,10,67.21,C,Pass,Medium
STU_000585,20,Female,Public,Low,Suburban,60.03,2.37,78.38,63.99,High,3.25,2.57,0,0.41,Medium,0,7.64,3.59,1.08,7,1,1.65,Hard,1,98,35,60.42,6.03,35.41,F,Fail,Low
STU_000586,17,Male,Charter,Lower-Middle,Rural,68.66,2.86,72.5,62.13,Medium,2.49,1.68,0,2.37,Medium,4,7.74,7.5,1.12,10,1,0.03,Hard,21,100,34,96.52,10,31.6,F,Fail,Low
STU_000587,14,Male,Public,Middle,Suburban,93.76,3.56,72.05,53.41,Low,0.82,0.59,0,2.88,High,5,8.18,5.56,1.93,6,1,0.32,Medium,11,85,62,78,5.39,72.24,C,Pass,Medium
STU_000588,19,Male,Public,Lower-Middle,Suburban,86.97,3.48,100,87.52,Low,3.18,1.9,0,6.72,High,7,5.17,2.88,3.55,10,1,4.2,Hard,4,87,61,58.82,10,69.83,C,Pass,Medium
STU_000589,19,Female,Charter,Low,Rural,70.27,2.7,79.42,81.26,Medium,3.6,2.25,1,0.08,Medium,6,6.07,5.95,6.53,8,1,2.49,Medium,11,92,67,86.41,6.22,71.64,C,Pass,Medium
STU_000590,18,Male,Public,Middle,Urban,66.25,2.84,,79.45,High,3.33,2.12,1,3.74,Low,3,8.91,5.59,4.35,7,1,0.22,Medium,15,95,63,80.65,5.79,68.32,C,Pass,Medium
STU_000591,20,Male,Private,High,Suburban,69.51,2.93,,67.64,High,4.16,2.32,1,1.03,Medium,7,7.1,6.62,1.17,10,1,2.26,Medium,20,89,71,71.22,10,78.41,B,Pass,Medium
STU_000592,15,Male,Public,Middle,Rural,42.77,1.77,92.45,86.94,Low,3.38,2.37,0,0.87,High,9,6.14,5.11,4.5,7,1,1.25,Hard,3,88,34,74.75,6.63,38.32,F,Fail,Low
STU_000593,15,Female,Public,High,Urban,80.72,3.22,88.5,64.15,High,3.94,3.43,0,0.9,Medium,4,6.33,3.66,0.28,10,1,2.36,Medium,24,98,61,82.8,10,62,D,Pass,Medium
STU_000594,19,Female,Charter,Upper-Middle,Urban,60.57,2.38,85.16,93.29,High,4.04,3.21,1,1.58,Low,5,5.93,3.69,1.16,10,1,0.25,Hard,30,85,36,88.01,8.82,37.93,F,Fail,Low
STU_000595,18,Female,Public,Middle,Rural,78.47,3.16,85.63,83.02,Medium,4.7,3.43,0,4.79,Medium,4,5.43,3.7,4.43,10,1,0.64,Medium,27,93,65,65.74,9.75,70,C,Pass,Medium
STU_000596,17,Other,Public,Middle,Urban,67.06,2.82,84.91,57.46,Low,2.64,2.16,0,1.63,Medium,6,7.36,6.91,1.08,10,0,3.36,Easy,6,91,56,58.7,10,63.88,D,Pass,Medium
STU_000597,15,Male,Public,Low,Urban,71.21,2.73,86.62,61.31,High,1.85,1.06,1,2.52,Medium,0,6.54,3.69,0.35,10,0,1.15,Easy,25,90,57,59.68,7.22,63.64,D,Pass,Medium
STU_000598,17,Female,Public,Middle,Suburban,68.39,2.64,,59.6,Medium,0.88,0.49,0,0.71,High,6,7.49,9.62,0.66,9,1,4.99,Medium,4,88,42,94.99,7.12,50.87,D,Pass,Low
STU_000599,20,Male,Public,Middle,Urban,72.46,2.82,93.42,67.81,Medium,1.42,0.79,1,0.37,Medium,7,8.05,5.38,0.4,10,1,4.84,Medium,28,96,70,99.79,8.99,71.85,C,Pass,Medium
STU_000600,15,Female,Public,Low,Suburban,62.24,2.58,80.06,59.79,Medium,4.05,2.91,0,0.24,Low,4,5.04,2.63,0.94,9,1,2.98,Hard,2,93,45,96.34,9.81,47.38,F,Fail,Low
STU_000601,15,Female,Public,Lower-Middle,Urban,78.96,3.36,86.4,67.02,Medium,0.74,0.56,1,2.57,High,4,5.53,4.03,12,10,1,7.26,Medium,21,85,46,76.47,9.67,53.25,D,Pass,Low
STU_000602,16,Male,Public,Low,Suburban,79.02,3.23,66.03,57.72,Low,1.57,0.96,0,1.29,Medium,5,5.87,4.64,3.52,10,1,4.21,Hard,6,89,37,64.69,10,40.28,F,Fail,Low
STU_000603,15,Male,Private,High,Suburban,77.82,,85.43,63.7,Low,2.93,2.58,0,4.55,High,5,6.79,7.23,5.96,10,1,4.78,Medium,22,90,58,66.49,8.8,62.84,D,Pass,Medium
STU_000604,14,Female,Public,Lower-Middle,Suburban,63.61,2.58,80,67.7,Medium,2.59,1.79,0,0.38,High,2,8.42,8.15,2.19,7,1,15.89,Medium,16,86,49,79.07,5.24,56.84,D,Pass,Low
STU_000605,18,Female,Private,Low,Suburban,79.39,3.3,65.02,41.55,Medium,1.92,1.05,0,0.84,Medium,6,7.73,4.89,8.46,10,1,6.18,Medium,9,92,50,61.18,10,50.42,D,Pass,Low
STU_000606,18,Male,Private,Upper-Middle,Suburban,74.69,2.99,95.77,60.34,High,2.86,2.36,0,0.62,Medium,5,7.46,3.93,0.68,8,1,0.92,Easy,5,96,83,47.77,6.13,86.5,A,Pass,High
STU_000607,17,Male,Public,Low,Urban,57.97,2.24,88.11,85.31,Medium,4.55,3.24,1,1.96,Medium,7,7.59,3.95,2.21,10,1,2.73,Easy,26,91,61,81.58,8.1,68.48,C,Pass,Medium
STU_000608,20,Female,Public,Middle,Urban,65.87,2.77,85.55,77.2,Medium,2.52,2.01,0,1.82,High,1,5.85,5.11,5.76,10,1,1.62,Easy,22,88,56,100,8.38,61.56,D,Pass,Medium
STU_000609,15,Male,Private,Low,Suburban,68.57,2.68,87.4,81.8,Low,6.79,4.92,0,3.7,Medium,12,7.01,9.07,0.03,10,1,4.27,Easy,20,100,96,100,10,96.38,A,Pass,High
STU_000610,14,Female,Charter,Low,Suburban,55.67,2.06,91.08,61.98,Medium,4.07,3.05,0,4.17,Medium,6,5.62,2.94,1.01,10,1,4.25,Medium,5,85,45,52.06,10,53.4,D,Pass,Low
STU_000611,17,Female,Private,Middle,Rural,60.01,2.52,75.41,58.98,High,1.1,0.77,0,2.02,Medium,5,3.66,2.54,3.78,10,0,0.57,Medium,7,97,42,77.39,7.91,44.8,F,Fail,Low
STU_000612,16,Female,Public,Low,Suburban,54.55,2.32,65.35,64.71,Medium,3.15,2.32,0,0.47,Low,2,6.82,6.96,1.23,10,1,1.29,Hard,6,100,32,69.38,10,32.35,F,Fail,Low
STU_000613,17,Female,Public,Upper-Middle,Urban,71.17,2.96,86.14,67.04,Medium,5.36,3.37,0,0.84,High,4,7.06,8.26,1.89,10,1,1.5,Easy,3,89,70,85.23,8.82,77.66,B,Pass,Medium
STU_000614,17,Female,Public,Lower-Middle,Urban,74.81,3.02,75.67,58.53,Low,0.67,0.48,1,2.94,High,5,8.44,5.95,1.31,10,0,0.23,Easy,13,88,66,82.48,8.75,75.39,B,Pass,Medium
